Datetime,Open,High,Low,Close,Volume
18.01.2024 00:00:00.000,1.08861,1.08864,1.08849,1.08859,451349996.56689996
18.01.2024 00:05:00.000,1.08859,1.08860,1.08835,1.08840,412489997.86370003
18.01.2024 00:10:00.000,1.08840,1.08840,1.08821,1.08830,415340000.1527
18.01.2024 00:15:00.000,1.08833,1.08852,1.08823,1.08835,618490005.4933001
18.01.2024 00:20:00.000,1.08837,1.08839,1.08828,1.08832,558740005.4930999
18.01.2024 00:25:00.000,1.08832,1.08842,1.08814,1.08824,709540016.1743
18.01.2024 00:30:00.000,1.08823,1.08851,1.08802,1.08842,1039189971.9239
18.01.2024 00:35:00.000,1.08843,1.08847,1.08830,1.08842,525720005.0354
18.01.2024 00:40:00.000,1.08841,1.08850,1.08829,1.08849,887119987.4879
18.01.2024 00:45:00.000,1.08849,1.08879,1.08849,1.08875,497200008.39239997
18.01.2024 00:50:00.000,1.08875,1.08900,1.08870,1.08892,866450004.5776
18.01.2024 00:55:00.000,1.08890,1.08942,1.08885,1.08938,808269996.6431
18.01.2024 01:00:00.000,1.08939,1.08965,1.08924,1.08953,1878779998.7792997
18.01.2024 01:05:00.000,1.08954,1.08978,1.08953,1.08975,1082360008.2397
18.01.2024 01:10:00.000,1.08976,1.09008,1.08975,1.08979,1518809982.2998998
18.01.2024 01:15:00.000,1.08979,1.08999,1.08958,1.08988,2105579986.5723
18.01.2024 01:20:00.000,1.08986,1.08989,1.08953,1.08965,2144800018.3106003
18.01.2024 01:25:00.000,1.08967,1.08979,1.08962,1.08977,1918920013.4276998
18.01.2024 01:30:00.000,1.08978,1.08992,1.08973,1.08975,1960769989.0136003
18.01.2024 01:35:00.000,1.08974,1.08997,1.08949,1.08954,1769050003.0518
18.01.2024 01:40:00.000,1.08953,1.08953,1.08932,1.08933,979320022.5830001
18.01.2024 01:45:00.000,1.08934,1.08939,1.08923,1.08935,840529998.7793001
18.01.2024 01:50:00.000,1.08935,1.08970,1.08928,1.08970,587779998.7792001
18.01.2024 01:55:00.000,1.08969,1.08985,1.08960,1.08960,588279998.7793
18.01.2024 02:00:00.000,1.08961,1.08977,1.08958,1.08977,771709991.4551
18.01.2024 02:05:00.000,1.08978,1.08992,1.08975,1.08983,917339996.3378999
18.01.2024 02:10:00.000,1.08983,1.09000,1.08979,1.08999,609269992.8283999
18.01.2024 02:15:00.000,1.08998,1.09028,1.08993,1.08993,856230003.357
18.01.2024 02:20:00.000,1.08994,1.08994,1.08974,1.08979,1123890014.6483998
18.01.2024 02:25:00.000,1.08979,1.08979,1.08949,1.08959,871100013.7329999
18.01.2024 02:30:00.000,1.08958,1.08964,1.08944,1.08964,616479995.7276
18.01.2024 02:35:00.000,1.08965,1.08968,1.08958,1.08960,488110000.6103
18.01.2024 02:40:00.000,1.08960,1.08968,1.08944,1.08955,617969993.5913
18.01.2024 02:45:00.000,1.08954,1.08954,1.08935,1.08940,574849998.4741
18.01.2024 02:50:00.000,1.08939,1.08945,1.08937,1.08945,556490005.4930999
18.01.2024 02:55:00.000,1.08945,1.08949,1.08930,1.08933,701379989.624
18.01.2024 03:00:00.000,1.08932,1.08944,1.08930,1.08934,752879997.2533
18.01.2024 03:05:00.000,1.08935,1.08935,1.08905,1.08910,839000007.6293
18.01.2024 03:10:00.000,1.08911,1.08924,1.08907,1.08914,625080001.8311
18.01.2024 03:15:00.000,1.08914,1.08958,1.08912,1.08955,1074239974.9755998
18.01.2024 03:20:00.000,1.08955,1.08980,1.08955,1.08969,1018139999.3896
18.01.2024 03:25:00.000,1.08968,1.08969,1.08952,1.08957,406409994.1253
18.01.2024 03:30:00.000,1.08958,1.08964,1.08950,1.08954,361809997.5587
18.01.2024 03:35:00.000,1.08952,1.08978,1.08941,1.08968,595809993.7439
18.01.2024 03:40:00.000,1.08967,1.08971,1.08961,1.08965,423719993.5914
18.01.2024 03:45:00.000,1.08966,1.08969,1.08960,1.08966,218350000.3815
18.01.2024 03:50:00.000,1.08966,1.08968,1.08939,1.08948,427420003.89100003
18.01.2024 03:55:00.000,1.08947,1.08965,1.08945,1.08954,604899993.8965
18.01.2024 04:00:00.000,1.08953,1.08957,1.08943,1.08950,567170001.9837999
18.01.2024 04:05:00.000,1.08951,1.08955,1.08944,1.08953,257229999.5422
