Datetime,Open,High,Low,Close,Volume
03.04.2024 00:00:00.000,0.59681,0.59690,0.59667,0.59667,326.85
03.04.2024 00:05:00.000,0.59667,0.59675,0.59665,0.59668,209.1
03.04.2024 00:10:00.000,0.59669,0.59675,0.59657,0.59671,272.55
03.04.2024 00:15:00.000,0.59673,0.59676,0.59658,0.59658,167.39999999999998
03.04.2024 00:20:00.000,0.59660,0.59664,0.59646,0.59651,135.45000000000002
03.04.2024 00:25:00.000,0.59651,0.59655,0.59631,0.59632,96.6
03.04.2024 00:30:00.000,0.59633,0.59637,0.59618,0.59618,304.09000000000003
03.04.2024 00:35:00.000,0.59619,0.59632,0.59618,0.59629,148.05
03.04.2024 00:40:00.000,0.59631,0.59632,0.59607,0.59614,118.5
03.04.2024 00:45:00.000,0.59616,0.59628,0.59616,0.59624,62.699999999999996
03.04.2024 00:50:00.000,0.59626,0.59632,0.59611,0.59625,173.70000000000002
03.04.2024 00:55:00.000,0.59626,0.59628,0.59590,0.59590,327.13
03.04.2024 01:00:00.000,0.59592,0.59592,0.59560,0.59560,782.8000000000001
03.04.2024 01:05:00.000,0.59562,0.59562,0.59541,0.59542,383.85
03.04.2024 01:10:00.000,0.59542,0.59554,0.59538,0.59538,197.4
03.04.2024 01:15:00.000,0.59539,0.59556,0.59519,0.59524,257.61
03.04.2024 01:20:00.000,0.59525,0.59559,0.59525,0.59555,320.24999999999994
03.04.2024 01:25:00.000,0.59554,0.59554,0.59541,0.59547,139.5
03.04.2024 01:30:00.000,0.59548,0.59552,0.59522,0.59524,247.5
03.04.2024 01:35:00.000,0.59525,0.59558,0.59524,0.59556,145.5
03.04.2024 01:40:00.000,0.59558,0.59576,0.59553,0.59573,171.15
03.04.2024 01:45:00.000,0.59574,0.59604,0.59573,0.59576,176.85
03.04.2024 01:50:00.000,0.59575,0.59593,0.59568,0.59591,177.14999999999998
03.04.2024 01:55:00.000,0.59589,0.59589,0.59565,0.59586,308.42
03.04.2024 02:00:00.000,0.59584,0.59590,0.59573,0.59581,196.8
03.04.2024 02:05:00.000,0.59580,0.59598,0.59572,0.59598,223.04999999999998
03.04.2024 02:10:00.000,0.59602,0.59616,0.59595,0.59605,260.7
03.04.2024 02:15:00.000,0.59603,0.59604,0.59593,0.59603,129.75
03.04.2024 02:20:00.000,0.59602,0.59602,0.59579,0.59584,138.6
03.04.2024 02:25:00.000,0.59584,0.59586,0.59570,0.59571,118.95
03.04.2024 02:30:00.000,0.59571,0.59587,0.59570,0.59577,137.85
03.04.2024 02:35:00.000,0.59577,0.59594,0.59568,0.59591,120.6
03.04.2024 02:40:00.000,0.59590,0.59591,0.59582,0.59589,117.00000000000001
03.04.2024 02:45:00.000,0.59590,0.59592,0.59577,0.59577,85.80000000000001
03.04.2024 02:50:00.000,0.59576,0.59584,0.59572,0.59577,54.6
03.04.2024 02:55:00.000,0.59577,0.59584,0.59572,0.59584,57
03.04.2024 03:00:00.000,0.59584,0.59598,0.59584,0.59593,65.25
