Datetime,Open,High,Low,Close,Volume
16.04.2024 00:00:00.000,0.59019,0.59057,0.59006,0.59053,357.12
16.04.2024 00:05:00.000,0.59053,0.59070,0.59048,0.59056,288
16.04.2024 00:10:00.000,0.59054,0.59054,0.59004,0.59009,310.05
16.04.2024 00:15:00.000,0.59010,0.59027,0.59010,0.59022,208.8
16.04.2024 00:20:00.000,0.59023,0.59027,0.58978,0.58998,303.75
16.04.2024 00:25:00.000,0.58998,0.59003,0.58984,0.58996,191.39999999999998
16.04.2024 00:30:00.000,0.58993,0.58995,0.58959,0.58966,588.5
16.04.2024 00:35:00.000,0.58968,0.58970,0.58945,0.58946,363.15000000000003
16.04.2024 00:40:00.000,0.58948,0.58972,0.58947,0.58971,152.55
16.04.2024 00:45:00.000,0.58969,0.58975,0.58930,0.58936,175.71999999999997
16.04.2024 00:50:00.000,0.58934,0.58941,0.58909,0.58924,477.6
16.04.2024 00:55:00.000,0.58925,0.58927,0.58901,0.58915,328.8
16.04.2024 01:00:00.000,0.58914,0.58949,0.58913,0.58931,366.29999999999995
16.04.2024 01:05:00.000,0.58929,0.58937,0.58871,0.58879,475.25
16.04.2024 01:10:00.000,0.58879,0.58894,0.58874,0.58882,487.8
16.04.2024 01:15:00.000,0.58883,0.58896,0.58812,0.58837,1262.1
16.04.2024 01:20:00.000,0.58837,0.58882,0.58837,0.58840,614.6999999999999
16.04.2024 01:25:00.000,0.58841,0.58855,0.58827,0.58846,509.7
16.04.2024 01:30:00.000,0.58849,0.58857,0.58825,0.58854,421.05
16.04.2024 01:35:00.000,0.58852,0.58855,0.58830,0.58830,542.02
16.04.2024 01:40:00.000,0.58832,0.58838,0.58805,0.58835,305.5
16.04.2024 01:45:00.000,0.58836,0.58880,0.58830,0.58855,492.85
16.04.2024 01:50:00.000,0.58855,0.58861,0.58836,0.58850,228.6
16.04.2024 01:55:00.000,0.58851,0.58867,0.58845,0.58856,172.5
16.04.2024 02:00:00.000,0.58857,0.58886,0.58834,0.58835,667.8
16.04.2024 02:05:00.000,0.58838,0.58838,0.58796,0.58799,415.80000000000007
16.04.2024 02:10:00.000,0.58801,0.58810,0.58783,0.58790,388.75
16.04.2024 02:15:00.000,0.58792,0.58810,0.58786,0.58806,371.1
16.04.2024 02:20:00.000,0.58806,0.58817,0.58804,0.58815,243.89999999999998
16.04.2024 02:25:00.000,0.58815,0.58815,0.58784,0.58786,467.25000000000006
16.04.2024 02:30:00.000,0.58785,0.58790,0.58757,0.58759,626.25
16.04.2024 02:35:00.000,0.58761,0.58771,0.58730,0.58733,436.04999999999995
16.04.2024 02:40:00.000,0.58732,0.58771,0.58729,0.58756,209.4
16.04.2024 02:45:00.000,0.58757,0.58768,0.58745,0.58745,246.15
16.04.2024 02:50:00.000,0.58746,0.58787,0.58746,0.58780,191.25
16.04.2024 02:55:00.000,0.58780,0.58795,0.58773,0.58773,229.34999999999997
16.04.2024 03:00:00.000,0.58772,0.58775,0.58750,0.58750,424.20000000000005
16.04.2024 03:05:00.000,0.58752,0.58761,0.58749,0.58760,203.25
16.04.2024 03:10:00.000,0.58760,0.58765,0.58742,0.58744,226.35000000000002
16.04.2024 03:15:00.000,0.58746,0.58749,0.58735,0.58741,272.25
16.04.2024 03:20:00.000,0.58741,0.58777,0.58736,0.58776,261.6
16.04.2024 03:25:00.000,0.58776,0.58792,0.58764,0.58790,201.3
16.04.2024 03:30:00.000,0.58791,0.58791,0.58757,0.58764,195.9
16.04.2024 03:35:00.000,0.58767,0.58789,0.58767,0.58776,117.15
16.04.2024 03:40:00.000,0.58776,0.58787,0.58771,0.58784,115.2
16.04.2024 03:45:00.000,0.58783,0.58793,0.58776,0.58785,115.50000000000001
16.04.2024 03:50:00.000,0.58784,0.58788,0.58781,0.58783,81
16.04.2024 03:55:00.000,0.58783,0.58799,0.58775,0.58799,87.6
16.04.2024 04:00:00.000,0.58796,0.58800,0.58777,0.58786,254.55
16.04.2024 04:05:00.000,0.58787,0.58796,0.58777,0.58777,209.40000000000003
16.04.2024 04:10:00.000,0.58778,0.58789,0.58777,0.58786,97.8
16.04.2024 04:15:00.000,0.58787,0.58796,0.58783,0.58796,139.2
16.04.2024 04:20:00.000,0.58796,0.58805,0.58791,0.58804,123.6
16.04.2024 04:25:00.000,0.58805,0.58808,0.58795,0.58807,102.6
16.04.2024 04:30:00.000,0.58806,0.58807,0.58792,0.58799,139.5
16.04.2024 04:35:00.000,0.58799,0.58817,0.58796,0.58815,165.60000000000002
16.04.2024 04:40:00.000,0.58816,0.58825,0.58809,0.58820,209.7
16.04.2024 04:45:00.000,0.58820,0.58826,0.58815,0.58824,124.64999999999999
16.04.2024 04:50:00.000,0.58827,0.58837,0.58820,0.58837,186.3
16.04.2024 04:55:00.000,0.58839,0.58866,0.58839,0.58856,259.2
16.04.2024 05:00:00.000,0.58856,0.58876,0.58849,0.58866,272.7
16.04.2024 05:05:00.000,0.58868,0.58917,0.58868,0.58907,334.2
16.04.2024 05:10:00.000,0.58908,0.58911,0.58895,0.58897,191.54999999999998
16.04.2024 05:15:00.000,0.58898,0.58918,0.58894,0.58917,211.8
16.04.2024 05:20:00.000,0.58912,0.58925,0.58903,0.58920,147.45
16.04.2024 05:25:00.000,0.58920,0.58933,0.58920,0.58928,318
16.04.2024 05:30:00.000,0.58927,0.58949,0.58925,0.58948,223.20000000000002
16.04.2024 05:35:00.000,0.58947,0.58955,0.58935,0.58941,183.29999999999998
16.04.2024 05:40:00.000,0.58942,0.58943,0.58910,0.58912,177.6
16.04.2024 05:45:00.000,0.58914,0.58924,0.58906,0.58906,185.10000000000002
16.04.2024 05:50:00.000,0.58907,0.58915,0.58901,0.58913,109.5
16.04.2024 05:55:00.000,0.58914,0.58932,0.58907,0.58914,139.8
16.04.2024 06:00:00.000,0.58914,0.58926,0.58895,0.58904,330.3
16.04.2024 06:05:00.000,0.58904,0.58928,0.58903,0.58916,524.85
16.04.2024 06:10:00.000,0.58914,0.58928,0.58896,0.58897,302.1
16.04.2024 06:15:00.000,0.58896,0.58901,0.58860,0.58866,393
16.04.2024 06:20:00.000,0.58864,0.58870,0.58847,0.58860,378.9
16.04.2024 06:25:00.000,0.58858,0.58859,0.58846,0.58851,323.1
16.04.2024 06:30:00.000,0.58852,0.58864,0.58816,0.58837,472.87
16.04.2024 06:35:00.000,0.58835,0.58860,0.58827,0.58859,345.5
16.04.2024 06:40:00.000,0.58861,0.58872,0.58832,0.58840,318.9
16.04.2024 06:45:00.000,0.58840,0.58871,0.58840,0.58871,386.7
16.04.2024 06:50:00.000,0.58872,0.58880,0.58852,0.58862,265.5
16.04.2024 06:55:00.000,0.58863,0.58888,0.58863,0.58878,339.29999999999995
16.04.2024 07:00:00.000,0.58878,0.58908,0.58874,0.58901,585.3000000000001
16.04.2024 07:05:00.000,0.58901,0.58920,0.58890,0.58899,365.85
16.04.2024 07:10:00.000,0.58900,0.58902,0.58851,0.58868,400.35
16.04.2024 07:15:00.000,0.58867,0.58887,0.58858,0.58886,340.20000000000005
16.04.2024 07:20:00.000,0.58887,0.58906,0.58881,0.58900,387.22
16.04.2024 07:25:00.000,0.58900,0.58917,0.58886,0.58916,215.55
16.04.2024 07:30:00.000,0.58916,0.58918,0.58897,0.58908,284.7
16.04.2024 07:35:00.000,0.58909,0.58914,0.58886,0.58909,392.4
16.04.2024 07:40:00.000,0.58908,0.58908,0.58888,0.58897,287.1
16.04.2024 07:45:00.000,0.58898,0.58899,0.58879,0.58885,342.9
16.04.2024 07:50:00.000,0.58886,0.58895,0.58878,0.58888,292.5
16.04.2024 07:55:00.000,0.58888,0.58894,0.58867,0.58875,265.2
16.04.2024 08:00:00.000,0.58877,0.58895,0.58860,0.58895,349.8
16.04.2024 08:05:00.000,0.58894,0.58901,0.58875,0.58894,419.40000000000003
16.04.2024 08:10:00.000,0.58895,0.58909,0.58879,0.58887,304.2
16.04.2024 08:15:00.000,0.58887,0.58915,0.58878,0.58910,209.1
16.04.2024 08:20:00.000,0.58908,0.58909,0.58882,0.58896,230.91999999999996
16.04.2024 08:25:00.000,0.58895,0.58921,0.58890,0.58906,162.9
16.04.2024 08:30:00.000,0.58907,0.58911,0.58891,0.58904,177.75
16.04.2024 08:35:00.000,0.58905,0.58925,0.58898,0.58910,331.8
16.04.2024 08:40:00.000,0.58911,0.58913,0.58887,0.58887,231
16.04.2024 08:45:00.000,0.58886,0.58886,0.58865,0.58870,427.95000000000005
16.04.2024 08:50:00.000,0.58870,0.58881,0.58861,0.58881,140.25
16.04.2024 08:55:00.000,0.58880,0.58897,0.58871,0.58876,119.7
16.04.2024 09:00:00.000,0.58877,0.58884,0.58861,0.58884,412.07
16.04.2024 09:05:00.000,0.58883,0.58904,0.58880,0.58895,359.77
16.04.2024 09:10:00.000,0.58892,0.58930,0.58885,0.58926,305.16999999999996
16.04.2024 09:15:00.000,0.58926,0.58956,0.58923,0.58926,255.15000000000003
16.04.2024 09:20:00.000,0.58925,0.58925,0.58888,0.58895,290.55
16.04.2024 09:25:00.000,0.58894,0.58901,0.58876,0.58876,313.5
16.04.2024 09:30:00.000,0.58876,0.58888,0.58859,0.58860,477.15000000000003
16.04.2024 09:35:00.000,0.58863,0.58870,0.58848,0.58854,372.45000000000005
16.04.2024 09:40:00.000,0.58858,0.58859,0.58845,0.58854,409.41999999999996
16.04.2024 09:45:00.000,0.58857,0.58871,0.58855,0.58859,165.29999999999998
16.04.2024 09:50:00.000,0.58858,0.58868,0.58851,0.58852,211.04999999999998
16.04.2024 09:55:00.000,0.58852,0.58869,0.58852,0.58865,146.85
16.04.2024 10:00:00.000,0.58867,0.58869,0.58843,0.58860,222.00000000000003
16.04.2024 10:05:00.000,0.58865,0.58870,0.58845,0.58862,189.3
16.04.2024 10:10:00.000,0.58861,0.58871,0.58855,0.58868,144.6
16.04.2024 10:15:00.000,0.58869,0.58873,0.58857,0.58861,188.10000000000002
16.04.2024 10:20:00.000,0.58860,0.58860,0.58830,0.58830,166.5
16.04.2024 10:25:00.000,0.58830,0.58830,0.58805,0.58805,167.1
16.04.2024 10:30:00.000,0.58804,0.58829,0.58796,0.58827,264.07
16.04.2024 10:35:00.000,0.58829,0.58829,0.58809,0.58811,158.40000000000003
16.04.2024 10:40:00.000,0.58810,0.58815,0.58793,0.58809,203.24999999999997
16.04.2024 10:45:00.000,0.58807,0.58841,0.58806,0.58839,193.05
16.04.2024 10:50:00.000,0.58839,0.58845,0.58828,0.58834,145.8
16.04.2024 10:55:00.000,0.58833,0.58845,0.58821,0.58831,163.05
16.04.2024 11:00:00.000,0.58831,0.58845,0.58826,0.58841,185.55
16.04.2024 11:05:00.000,0.58840,0.58869,0.58839,0.58856,171.14999999999998
16.04.2024 11:10:00.000,0.58855,0.58861,0.58826,0.58830,187.64999999999998
16.04.2024 11:15:00.000,0.58833,0.58859,0.58833,0.58852,250.8
16.04.2024 11:20:00.000,0.58852,0.58871,0.58841,0.58870,185.4
16.04.2024 11:25:00.000,0.58870,0.58884,0.58869,0.58871,111.15
16.04.2024 11:30:00.000,0.58871,0.58908,0.58871,0.58897,137.55
16.04.2024 11:35:00.000,0.58896,0.58913,0.58891,0.58912,157.05
16.04.2024 11:40:00.000,0.58912,0.58917,0.58897,0.58901,129
16.04.2024 11:45:00.000,0.58902,0.58929,0.58902,0.58928,152.4
16.04.2024 11:50:00.000,0.58927,0.58952,0.58926,0.58944,165.6
16.04.2024 11:55:00.000,0.58945,0.58953,0.58935,0.58935,150.29999999999998
16.04.2024 12:00:00.000,0.58934,0.58936,0.58885,0.58886,240
16.04.2024 12:05:00.000,0.58886,0.58895,0.58853,0.58854,209.25
16.04.2024 12:10:00.000,0.58854,0.58891,0.58852,0.58891,136.35
16.04.2024 12:15:00.000,0.58888,0.58891,0.58855,0.58857,197.55
16.04.2024 12:20:00.000,0.58856,0.58857,0.58836,0.58840,336.29999999999995
